INSTITUICAO_ENSINO_ALUNO_2020;NOME;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;FASE_2022;TURMA_2022;ANO_INGRESSO_2022;BOLSISTA_2022;INDE_2022;CG_2022;CF_2022;CT_2022;PEDRA_2022;DESTAQUE_IEG_2022;DESTAQUE_IDA_2022;DESTAQUE_IPV_2022;IAA_2022;IEG_2022;IPS_2022;IDA_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;IPP_2022;REC_AVA_1_2022;REC_AVA_2_2022;REC_AVA_3_2022;REC_AVA_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;IPV_2022;IAN_2022;NIVEL_IDEAL_2022
;ALUNO-1037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;L;20220;Não;8;107;18;1;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;8;7;8;8;8;8;4;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Sim;Não;8;10;Fase 3 (7º e 8º ano)
;ALUNO-1038;;;;;;;;;;;;;;;;;;4;F;Escola Pública;Ingressante;Ágata;7;8;6;0;6;8;Promovido de Fase;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;7;10;Nível 4 (9o ano);0;5;B;20210;Não;8;298;20;8;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;7;8;6;2;6;9;3;6;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase + Bolsa;;Sim;Não;8;10;Fase 5 (1º EM)
;ALUNO-1039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;B;20220;Não;8;262;74;3;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9;8;7;7;7;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;8;5;Fase 2 (5º e 6º ano)
;ALUNO-104;;;;;;;;;;;;;;;;;;0;J;Escola Pública;Ingressante;Ametista;8;9;10;8;6;7;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;7;10;ALFA  (2o e 3o ano);0;0;B;20210;Não;8;52;13;1;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9;8;7;8;7;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Sim;9;10;ALFA  (2º e 3º ano)
;ALUNO-1040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;C;20220;Não;7;407;49;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;8;8;6;5;6;8;4;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;7;5;Fase 4 (9º ano)
Escola Pública;ALUNO-1041;12;1;3M;Não;8;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;5;8;9;8;8;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;D;20220;Não;7;528;68;5;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;8;8;5;7;4;5;4;8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;6;5;Fase 4 (9º ano)
;ALUNO-1043;;;;;;;;;;;;;;;;;;0;M;Escola Pública;Ingressante;Topázio;8;10;10;8;7;8;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8;10;ALFA  (2o e 3o ano);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1044;;;;;;;;;;;;;;;;;;0;L;Escola Pública;Ingressante;Topázio;8;9;10;8;6;8;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;9;10;ALFA  (2o e 3o ano);0;0;F;20210;Não;7;400;117;6;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;8;8;7;7;8;;2;6;Promovido de Fase;Mantido na Fase atual;;;Não;Não;8;5;Fase 1 (4º ano)
;ALUNO-1045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;A;20220;Não;8;168;25;4;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;9;8;7;6;9;;3;5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7;10;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-1046;14;2;3R;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;9;8;8;8;9;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-1047;13;2;4L;Não;5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8;2;8;0;8;6;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;C;20220;Não;7;476;123;8;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;10;8;5;2;8;;3;4;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;6;10;Fase 1 (4º ano)
;ALUNO-1049;;;;;;;;;;;;;;;;;;1;R;Escola Pública;Ingressante;Ametista;7;8;9;8;6;8;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8;5;Nível 2 (5o e 6o ano);-1;1;M;20210;Não;7;453;115;10;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;9;8;6;4;8;;3;6;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;;Não;Não;7;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-105;13;0;3B;Não;9;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;10;8;8;8;8;10;4;E;Escola Pública;Veterano;Quartzo;5;10;1;8;3;7;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;4;10;Nível 4 (9o ano);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1050;;;;;;;;;;;;;;;;;;0;R;Escola Pública;Ingressante;Topázio;9;10;10;8;7;8;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;10;10;ALFA  (2o e 3o ano);0;0;N;20210;Não;8;205;54;1;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9;8;8;8;8;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;8;5;Fase 1 (4º ano)
Escola Pública;ALUNO-1051;12;1;3F;Não;6;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;3;8;4;8;8;10;3;F;Escola Pública;Veterano;Quartzo;4;0;2;8;1;7;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;3;10;Nível 3 (7o e 8o ano);0;3;G;20190;Não;7;566;74;6;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;7;6;6;6;6;6;4;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Sim;Não;7;5;Fase 4 (9º ano)
;ALUNO-1052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;F;20220;Não;8;111;16;2;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;8;7;8;8;9;;3;7;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;8;10;Fase 2 (5º e 6º ano)
;ALUNO-1053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;B;20220;Não;8;173;11;4;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;9;8;9;8;10;;3;6;Promovido de Fase;Promovido de Fase + Bolsa;Mantido na Fase atual;;Sim;Não;7;5;Fase 7 (3º EM)
;ALUNO-1054;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;P;20220;Não;8;210;53;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;9;8;6;4;8;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7;10;Fase 1 (4º ano)
;ALUNO-1055;;;;;;;;;;;;;;;;;;3;F;Escola Pública;Ingressante;Ágata;6;8;5;5;5;8;Promovido de Fase;Promovido de Fase + Bolsa;Mantido na Fase atual;Não avaliado;Não;8;10;Nível 3 (7o e 8o ano);0;4;F;20210;Não;7;332;27;5;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7;9;6;6;6;7;6;4;7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;8;10;Fase 4 (9º ano)
Escola Pública;ALUNO-1056;16;1;3L;Não;4;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;4;4;3;6;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1057;;;;;;;;;;;;;;;;;;3;L;Escola Pública;Ingressante;Ametista;7;8;6;8;6;8;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Sim;9;10;Nível 3 (7o e 8o ano);0;3;M;20210;Não;6;656;85;6;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;7;8;5;5;6;5;4;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;6;5;Fase 4 (9º ano)
;ALUNO-1058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;M;20220;Não;8;213;33;1;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;9;8;7;6;8;;3;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7;10;Fase 2 (5º e 6º ano)
;ALUNO-1059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;L;20220;Não;5;833;134;9;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;4;8;2;0;5;0;4;7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;6;2;Fase 6 (2º EM)
Escola Pública;ALUNO-106;10;0;0H;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;10;8;10;8;8;5;1;N;Escola Pública;Veterano;Ametista;8;10;8;8;8;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Sim;10;5;Nível 2 (5o e 6o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;C;20220;Não;7;425;51;3;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;9;8;4;5;2;;4;7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;7;10;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-1061;12;2;2C;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;8;7;9;8;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;K;20220;Não;6;697;43;10;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7;7;5;4;5;4;;4;6;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;6;10;Fase 5 (1º EM)
;ALUNO-1063;;;;;;;;;;;;;;;;;;0;S;Escola Pública;Ingressante;Quartzo;5;10;0;8;2;8;Não avaliado;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8;5;Nível 1 (4o ano);-1;0;G;20210;Não;6;783;185;13;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;5;8;4;5;3;;2;4;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;6;5;Fase 2 (5º e 6º ano)
;ALUNO-1064;;;;;;;;;;;;;;;;;;0;N;Escola Pública;Ingressante;Ágata;7;10;10;0;6;5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8;5;Nível 2 (5o e 6o ano);-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-1065;;;;;;;;;;;;;;;;;;0;R;Escola Pública;Ingressante;Ametista;8;10;10;8;7;8;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8;5;Nível 1 (4o ano);-1;0;L;20210;Não;8;304;87;8;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9;8;7;7;7;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;8;5;Fase 2 (5º e 6º ano)
;ALUNO-1066;;;;;;;;;;;;;;;;;;3;M;Escola Pública;Ingressante;Ágata;7;7;5;8;6;7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6;10;Nível 3 (7o e 8o ano);0;4;L;20210;Não;7;423;34;8;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7;8;8;6;5;6;6;4;7;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;7;10;Fase 4 (9º ano)
Escola Pública;ALUNO-1067;9;2;0D;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;10;8;10;8;8;5;1;E;Escola Pública;Veterano;Topázio;9;10;10;8;8;9;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Sim;9;5;Nível 2 (5o e 6o ano);-1;2;J;20180;Não;8;239;39;2;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9;8;5;4;6;;3;6;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;8;10;Fase 2 (5º e 6º ano)
;ALUNO-1068;;;;;;;;;;;;;;;;;;6;A;Escola Pública;Ingressante;Ametista;8;9;9;8;7;8;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7;5;Nível 7 (3o EM);-1;7;A;20210;Não;4;848;22;14;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;3;7;1;2;1;0;4;4;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;5;5;Fase 8 (Universitários)
;ALUNO-1069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;C;20220;Não;7;533;152;2;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;6;5;8;8;8;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;8;5;Fase 1 (4º ano)
;ALUNO-107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;C;20220;Não;6;728;180;3;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;5;8;4;8;0;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;8;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-1070;10;1;0E;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;10;8;10;5;6;5;1;E;Escola Pública;Veterano;Ametista;8;10;10;8;5;8;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;9;5;Nível 2 (5o e 6o ano);-1;1;G;20190;Não;6;732;174;11;Quartzo;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;8;5;4;2;7;;2;5;Mantido na Fase atual;Promovido de Fase;;;Não;Não;5;5;Fase 3 (7º e 8º ano)
;ALUNO-1071;;;;;;;;;;;;;;;;;;2;A;Escola Pública;Ingressante;Ametista;7;10;7;8;6;7;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;9;5;Nível 3 (7o e 8o ano);-1;2;B;20210;Não;6;754;139;12;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;5;6;4;1;6;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7;5;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-1072;12;0;3C;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;8;8;7;9;8;10;3;C;Escola Pública;Veterano;Ametista;7;9;5;8;5;8;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;8;10;Nível 3 (7o e 8o ano);0;3;B;20200;Não;5;797;120;12;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;4;8;4;6;2;5;4;6;Promovido de Fase;Promovido de Fase;Promovido de Fase;Alocado em Fase anterior;Não;Não;5;5;Fase 4 (9º ano)
;ALUNO-1073;;;;;;;;;;;;;;;;;;1;B;Escola Pública;Ingressante;Ametista;7;8;8;8;5;8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7;5;Nível 2 (5o e 6o ano);-1;1;D;20210;Não;5;798;183;13;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0;6;8;4;5;3;;3;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;7;5;Fase 2 (5º e 6º ano)
;ALUNO-1074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;C;20220;Não;7;631;154;9;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;6;8;6;8;3;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;8;5;Fase 3 (7º e 8º ano)
Rede Decisão/União;ALUNO-1075;14;4;4A;Não;9;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;10;10;7;9;9;10;5;A;Rede Decisão;Veterano;Ametista;8;8;7;8;6;8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Sim;9;10;Nível 5 (1o EM);0;5;K;20160;Sim;8;286;18;3;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;10;6;7;6;7;7;4;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;Não;Sim;8;5;Fase 6 (2º EM)
;ALUNO-1076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;E;20220;Não;6;705;97;8;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;7;8;4;3;4;;4;7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;5;5;Fase 4 (9º ano)
Escola Pública;ALUNO-1077;8;0;0C;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10;10;8;8;7;7;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-1078;11;1;1J;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7;8;7;10;7;8;5;2;R;Escola Pública;Veterano;Quartzo;4;9;2;8;0;8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6;5;Nível 3 (7o e 8o ano);-1;2;Q;20190;Não;7;642;113;8;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;8;8;6;5;6;;3;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6;5;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-1079;10;1;1J;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;7;8;4;7;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;O;20220;Não;8;256;72;4;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9;8;8;9;8;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;8;5;Fase 1 (4º ano)
;ALUNO-1080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;D;20220;Não;5;795;150;10;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;6;8;0;0;0;;3;6;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;8;5;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-1081;16;3;5G;Não;5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;7;3;4;6;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
